m_id,birth_dt
77194,1961
13680,1969
10698,1961
12780,1971
80757,1968
113854,1970
1359,1961
42017,1972
60223,1932
36857,1962
122131,1973
9237,1969
120371,1972
13343,1964
46260,1964
51072,1959
5230,1959
6284,1960
74935,1968
98797,1972
109024,1959
7232,1960
6776,1961
69263,1967
85538,1969
94807,1965
77056,1955
40426,1960
11112,1963
26434,1957
83319,1957
18171,1961
81766,1959
103746,1966
113169,1959
86904,1968
102180,1971
111362,1995
77484,1961
46424,1959
18598,1960
98404,1969
70084,1969
78041,1960
117060,1962
10553,1961
101345,1951
7403,1967
32703,1966
9963,1960
121914,1969
9398,1959
24182,1964
61329,1955
85785,1959
78670,1959
25896,1969
65612,1963
81091,1961
90067,1971
77657,1963
37861,1959
16695,1957
46835,1967
100584,1967
81065,1955
90301,1953
63426,1953
102871,1971
98378,1960
111198,1959
68128,1965
37376,1955
79249,1960
5944,1957
63949,1967
123446,1954
39456,1965
53354,1957
113148,1957
17452,1968
83475,1961
23947,1957
2079,1954
48483,1961
45940,1964
41154,1960
81640,1956
41931,1963
4422,1975
27109,1961
21050,1957
76055,1962
102493,1965
100880,1958
99398,1966
83582,1972
93652,1970
8082,1959
55444,1967
65835,1959
23555,1954
78288,1967
102790,1967
68627,1965
58576,1958
110114,1967
97759,1966
111614,1962
9022,1959
121250,1968
16745,1969
75452,1963
64124,1957
87481,1966
81688,1964
53201,1980
3999,1957
43530,1964
82002,1958
359,1956
70535,1968
73008,1963
10948,1956
117427,1967
95222,1961
74126,1957
71138,1960
121985,1968
42666,1962
34735,1961
103543,1965
120826,1962
42179,1955
13339,1962
112223,1958
19828,1966
117033,1960
37399,1960
11099,1966
11286,1960
2322,1952
33150,1961
35300,1962
60500,1974
87954,1965
7440,1971
81320,1967
73689,1958
70220,1972
23344,1963
98257,1962
103300,1966
95058,1966
60705,1951
64594,1964
85967,1961
53098,1959
79648,1956
88499,1962
19057,1958
110845,1953
118997,1962
16933,1960
33749,1963
115989,1965
72623,1968
68806,1961
62034,1959
98800,1965
108106,1960
41104,1959
10788,1971
123796,1950
76514,1960
36380,1954
34649,1963
35395,1962
119188,1977
9877,1967
37933,1958
14406,1969
94445,1965
43688,1952
36770,1955
54070,1972
38875,1958
65218,1964
112753,1961
96714,1957
75657,1964
93895,1964
118560,1970
81205,1964
48792,1958
16626,1960
116804,1966
8287,1959
71699,1961
47864,1963
45036,1964
97712,1971
85820,1971
97525,1958
27219,1962
52498,1964
92598,1969
32891,1961
1144,1963
43108,1969
16390,1967
82695,1965
88961,1965
37537,1961
117317,1970
98071,1968
86626,1956
80421,1966
53002,1957
82473,1965
61523,1969
81734,1962
105483,1961
48253,1963
50975,1971
100591,1965
116738,1966
40097,1966
22622,1960
103500,1972
112749,1971
110076,1967
69944,1964
105700,1969
15398,1968
1634,1962
94729,1959
61220,1961
21339,1970
18345,1956
29435,1964
66465,1957
99541,1963
86721,1965
19693,1956
57031,1960
91786,1960
62415,1958
106902,1960
72833,1963
59715,1966
32024,1966
105326,1967
52397,1962
50455,1965
21507,1966
88121,1968
114274,1966
15170,1966
103209,1967
66887,1969
32015,1972
23515,1971
88108,1970
35851,1961
54689,1967
92722,1969
90960,1963
22181,1963
49539,1949
77572,1966
122452,1965
10596,1970
9317,1968
64719,1960
118845,1969
119964,1973
48263,1960
34328,1958
109353,1965
67792,1966
24523,1974
44540,1970
105306,1963
39884,1968
48739,1968
18657,1966
120963,1969
53864,1966
40874,1960
6865,1970
72964,1965
26472,1963
35705,1956
42831,1968
98625,1972
103299,1964
31029,1953
38804,1970
35047,1971
102031,1962
24078,1965
93351,1968
42302,1961
115807,1961
39814,1953
101623,1962
123365,1960
23360,1963
8475,1969
44002,1970
70110,1970
1429,1964
124574,1959
107157,1962
112396,1969
101374,1955
113350,1962
96546,1969
50132,1960
60903,1966
92303,1962
103110,1962
22841,1962
101612,1960
35405,1967
7254,1963
41116,1973
69727,1956
20995,1966
18889,1961
6056,1964
14587,1960
17529,1959
51222,1955
120942,1967
96244,1971
20142,1960
84235,1971
72217,1963
44173,1962
112624,1956
118216,1963
94123,1961
45960,1957
20757,1973
96558,1967
9366,1969
93305,1967
8634,1958
67980,1963
105839,1963
12308,1966
69247,1965
17946,1965
98269,1964
88310,1969
109459,1955
19720,1966
92868,1964
31831,1967
72756,1966
83608,1962
81463,1966
124109,1964
60743,1974
62447,1961
14021,1975
48325,1959
122297,1972
881,1964
29548,1969
3998,1958
16959,1971
82371,1965
37902,1969
108894,1956
31343,1964
116489,1961
75699,1957
27888,1967
50570,1967
123671,1960
30487,1959
5408,1959
19787,1967
64892,1968
119262,1963
69952,1963
10940,1957
84135,1954
111084,1963
97359,1960
7677,1953
61076,1975
10307,1966
79629,1971
58578,1966
42275,1957
22668,1959
53589,1958
32243,1959
79444,1954
73626,1964
42738,1957
79879,1956
16666,1967
54785,1976
99457,1967
24958,1958
13451,1966
70880,1966
70696,1970
98875,1971
123223,1957
77870,1967
7988,1961
106350,1972
51246,1955
81871,1965
20141,1969
68397,1960
107012,1956
22263,1965
17730,1952
34071,1970
26402,1969
101088,1963
53748,1972
60435,1960
89036,1972
119941,1968
40884,1956
108040,1962
84477,1975
39695,1967
2578,1964
22105,1970
4836,1970
107799,1969
32810,1963
57551,1963
24327,1961
294,1960
124556,1963
10090,1963
88114,1976
80360,1968
103440,1959
107027,1965
112316,1970
26335,1964
121872,1957
84976,1960
36726,1955
89930,1964
32287,1960
38340,1965
31665,1961
79284,1961
2047,1962
48470,1970
100407,1970
64168,1970
109095,1969
104207,1965
32924,1960
96219,1964
47659,1962
114895,1957
122590,1958
49045,1963
37636,1967
22199,1971
73383,1980
90108,1969
25281,1962
87140,1963
67369,1958
107071,1955
67635,1967
86109,1961
52708,1959
98999,1959
115819,1968
1849,1959
11454,1970
25365,1961
5791,1962
33803,1957
93970,1961
98088,1962
78934,1952
40992,1964
32624,1966
93613,1962
18039,1959
102591,1964
107997,1960
95477,1970
83268,1969
12497,1967
36147,1962
76751,1961
74122,1965
89422,1965
56617,1956
93101,1966
41143,1967
25582,1963
111089,1960
58351,1964
19715,1962
30558,1961
65168,1960
69272,1967
15895,1963
33294,1962
55585,1968
66377,1970
1318,1963
306,1965
50426,1964
121565,1963
77440,1960
69857,1968
78209,1957
59378,1959
4701,1962
95019,1962
101697,1965
48883,1970
37404,1962
121271,1965
65901,1965
40162,1969
51443,1963
62057,1967
82079,1969
63310,1964
82097,1964
55345,1970
88882,1961
106505,1967
84708,1959
122064,1966
103839,1961
71017,1962
36524,1960
120520,1969
77201,1961
82452,1966
47293,1964
86383,1972
26617,1966
54832,1963
98225,1958
92721,1965
111120,1966
40014,1972
124549,1966
11819,1965
49147,1963
123609,1963
114459,1972
105966,1971
33347,1964
105551,1955
44483,1973
93517,1966
64553,1957
63411,1967
24796,1964
53932,1969
7291,1972
4497,1964
120561,1965
66601,1962
1516,1958
102744,1963
69286,1969
2542,1973
120819,1968
98518,1967
57864,1963
21342,1958
92470,1970
54784,1971
47488,1960
48406,1954
6873,1956
48196,1967
104325,1955
78128,1959
124098,1961
42497,1967
14073,1964
11948,1957
111725,1962
43913,1956
28076,1961
107731,1968
93957,1965
69598,1959
17607,1965
21561,1963
38185,1964
54844,1959
55009,1966
13049,1954
102113,1970
102450,1960
46493,1959
30961,1966
87957,1971
43522,1961
89714,1969
105646,1956
20458,1968
101403,1968
22077,1967
27466,1960
89104,1965
106438,1963
34196,1965
115903,1958
56520,1964
43470,1961
102019,1958
97237,1963
6880,1954
68666,1966
108854,1962
122415,1968
574,1964
5668,1984
94379,1966
9797,1959
68568,1963
74158,1960
116525,1952
75027,1959
2790,1960
73247,1963
65227,1963
59323,1970
46461,1963
102830,1959
69349,1961
94503,1960
64309,1964
37984,1971
44827,1955
71754,1954
118899,1967
46779,1983
78073,1965
101246,1961
68752,1955
38873,1957
66987,1965
44723,1964
115740,1967
57283,1953
44872,1965
26850,1961
26399,1962
12704,1950
22367,1961
65,1968
103686,1960
122817,1960
105360,1965
47567,1965
48409,1953
84176,1963
108551,1962
72404,1970
6003,1962
76194,1960
81633,1961
110910,1967
94221,1965
6636,1963
82641,1967
74094,1964
93124,1966
111504,1970
16435,1965
47693,1964
58942,1961
18116,1967
105788,1965
83236,1962
32122,1960
95778,1976
77026,1969
112089,1965
25001,1967
38812,1960
2901,1970
111653,1970
89969,1959
73556,1953
32629,1961
121750,1961
104154,1963
54984,1958
76803,1963
39745,1966
428,1944
83977,1968
51970,1967
97842,1970
6614,1969
108103,1962
35204,1966
30473,1963
41683,1962
27645,1963
111078,1962
28292,1961
60112,1969
124511,1969
122441,1963
41268,1964
108309,1962
122420,1963
54327,1963
76546,1964
112059,1964
110853,1960
53275,1970
68753,1961
106359,1953
7993,1969
41418,1958
19703,1958
28955,1970
28276,1971
63583,1955
1220,1954
97203,1963
43383,1964
3564,1961
99745,1974
103188,1965
10963,1966
101823,1955
81654,1958
11404,1973
16175,1971
42338,1962
42058,1967
88006,1968
75284,1968
102043,1958
100319,1965
99247,1964
31628,1960
32471,1966
76329,1970
60306,1967
60027,1961
107267,1964
113237,1962
18205,1970
90818,1968
32020,1967
83622,1957
91233,1966
98902,1966
703,1959
16245,1964
76628,1965
1231,1966
103198,1969
118019,1964
94061,1968
86095,1961
26820,1965
72815,1954
89723,1963
84965,1963
81385,1966
120273,1956
93669,1964
70663,1966
41713,1966
21727,1960
60886,1970
72876,1966
48610,1958
67155,1962
47748,1971
73737,1961
44183,1963
63149,1971
49543,1961
86031,1972
100622,1957
123637,1968
64200,1965
96297,1963
47183,1960
68984,1962
71879,1961
6795,1957
52366,1965
35848,1961
47979,1961
28418,1961
13600,1962
110837,1959
118957,1961
53596,1953
22435,1964
94408,1966
68361,1966
75580,1961
73557,1957
52477,1970
21767,1964
3279,1956
61314,1958
46027,1962
77675,1957
41128,1971
34291,1964
52540,1968
118032,1961
112947,1962
7536,1961
33610,1953
12586,1969
60617,1965
75069,1963
11626,1963
19044,1959
106267,1966
11634,1962
47720,1961
123069,1968
102211,1967
44942,1961
84771,1969
75939,1958
59865,1966
75024,1963
82965,1959
92318,1963
90964,1965
48168,1967
40674,1972
53701,1969
29528,1964
79499,1967
7293,1967
41438,1965
79606,1958
36825,1961
96169,1970
55943,1964
27824,1967
46562,1957
17234,1955
81306,1971
88969,1962
37140,1955
44547,1955
26628,1962
7817,1963
91120,1968
124442,1965
12134,1997
83110,1956
119621,1962
67034,1971
104622,1964
19494,1965
98516,1954
49315,1969
51196,1954
51120,1961
8141,1967
1372,1972
120279,1958
89057,1953
48587,1970
54265,1962
84937,1967
33059,1963
548,1958
77239,1967
122578,1959
51075,1960
66976,1958
76042,1963
84491,1962
9020,1965
75362,1951
64402,1960
57193,1960
33099,1968
118218,1964
67164,1955
96966,1967
72449,1965
36934,1968
115583,1964
64050,1963
37173,1966
108359,1960
10890,1960
36335,1971
71907,1963
87391,1964
109641,1956
81760,1959
81582,1965
35635,1957
112456,1969
56595,1966
114958,1960
57576,1959
45725,1960
45873,1959
105845,1961
86664,1965
8359,1966
112351,1966
105617,1960
77659,1962
112216,1965
7666,1966
114863,1967
11551,1962
9415,1962
85141,1954
29826,1956
112529,1960
11602,1969
42221,1955
54947,1960
69832,1970
90869,1955
80874,1971
9957,1964
60411,1958
72254,1965
65915,1957
114735,1973
57912,1961
50452,1965
68118,1962
84928,1958
102306,1970
56433,1966
30428,1966
41490,1963
23757,1960
43749,1961
86328,1963
111992,1969
31407,1970
78951,1951
26568,1962
122155,1956
80513,1968
117409,1961
118272,1968
14970,1963
65961,1963
47225,1959
45877,1962
92233,1963
117537,1958
96079,1961
34859,1963
3209,1958
54691,1968
79468,1963
112184,1962
10624,1968
51941,1963
46284,1960
17742,1966
30197,1962
91348,1964
59978,1968
99110,1969
4163,1962
72806,1959
66163,1972
38818,1960
15237,1960
106399,1964
26985,1966
110599,1961
79376,1961
105662,1967
76079,1962
124555,1960
68603,1970
46532,1963
62680,1959
85843,1964
53739,1960
75717,1970
8324,1965
46815,1971
18007,1972
101554,1960
70852,1969
18762,1960
56216,1963
119820,1957
75384,1960
18274,1962
22840,1968
18987,1956
112312,1955
28151,1962
8664,1960
23055,1965
46149,1960
63206,1959
65713,1960
5197,1962
120383,1965
4416,1968
35295,1959
118726,1966
50419,1961
113903,1953
90498,1968
14704,1965
116813,1965
87639,1959
35756,1956
88168,1964
31137,1945
65084,1951
100188,1955
652,1964
3824,1968
91784,1964
107420,1965
102919,1962
22057,1963
103489,1965
56189,1967
118427,1961
51061,1963
99966,1964
27283,1961
35299,1968
117668,1949
113263,1973
93877,1974
45077,1970
58608,1958
33141,1968
67939,1961
14208,1965
15949,1961
49720,1961
71369,1966
58653,1959
122580,1958
92495,1970
67383,1971
64547,1965
27477,1973
86384,1956
4986,1968
75522,1965
6213,1969
68867,1965
98602,1965
71215,1966
105127,1966
117426,1965
91524,1973
92061,1962
79761,1973
107696,1962
114797,1972
70691,1972
27774,1966
115034,1963
78837,1965
18176,1957
13679,1963
18485,1958
49162,1962
65423,1954
35543,1968
70804,1964
31805,1962
63537,1961
48647,1957
42346,1957
63263,1975
39197,1964
98317,1957
45979,1959
81733,1967
22985,1965
80710,1964
77855,1972
59477,1964
93949,1964
103934,1961
78605,1948
114399,1963
8697,1964
49899,1966
28528,1955
105602,1963
17766,1960
45342,1959
98473,1957
7759,1971
70660,1962
41720,1964
110921,1959
101239,1968
22309,1959
10501,1958
93372,1960
29225,1963
106883,1964
48215,1963
13620,1966
34487,1961
26141,1958
19584,1965
57085,1963
8675,1969
112602,1956
74287,1960
34438,1955
28945,1967
93620,1962
51211,1965
89297,1960
43783,1957
60069,1965
50048,1965
100684,1966
101802,1962
115416,1967
116301,1970
52722,1960
553,1957
36949,1969
78921,1958
17791,1962
92644,1965
120846,1965
23948,1963
109988,1968
62409,1960
84632,1965
109974,1958
12669,1971
84026,1961
68981,1955
74279,1962
118753,1965
110237,1960
4378,1969
98117,1959
2008,1957
28903,1956
15519,1963
32158,1942
33972,1969
63030,1965
52905,1965
88385,1959
91072,1969
65712,1964
79131,1958
26012,1965
47294,1966
25820,1956
29129,1947
26549,1969
63199,1959
103958,1967
112416,1958
114926,1967
20512,1972
48161,1953
33330,1963
52674,1958
121974,1963
61998,1963
8574,1959
99415,1959
117979,1964
90304,1955
78863,1956
89344,1957
43515,1956
88597,1957
44806,1960
100953,1963
107168,1960
76161,1968
44516,1951
64371,1966
101547,1963
53095,1959
104510,1964
60621,1972
75820,1972
6271,1968
31002,1960
89290,1959
61311,1973
75697,1972
63093,1960
56584,1981
66613,1968
68235,1958
15973,1962
29604,1958
69220,1961
80563,1967
69795,1954
118733,1961
72243,1962
80048,1960
93131,1961
70803,1961
818,1956
50397,1965
88271,1963
78653,1965
57455,1966
18553,1967
62890,1966
108591,1959
122263,1960
81287,1961
47154,1964
46923,1968
117669,1961
74037,1967
47566,1957
87671,1961
79527,1962
16705,1970
64504,1964
64940,1959
5379,1968
34866,1965
47106,1967
50045,1966
3070,1965
11111,1958
12004,1966
50788,1959
92188,1963
12283,1959
44805,1959
20102,1956
67719,1968
118664,1964
493,1963
3028,1955
30728,1969
68083,1955
110439,1955
1181,1966
91171,1956
49381,1955
110596,1955
97393,1958
52248,1961
7962,1964
6277,1959
118152,1963
62210,1949
55673,1972
105649,1962
67143,1963
80960,1968
27342,1952
117888,1957
28788,1958
86628,1958
69892,1961
12354,1966
90979,1971
89676,1959
102853,1959
26250,1960
62902,1960
4599,1959
69036,1961
38089,1957
84243,1956
39504,1966
42544,1963
55754,1963
46607,1964
59242,1963
15878,1970
55749,1967
71819,1961
118316,1952
61738,1964
56823,1970
46560,1967
107320,1962
68069,1960
86370,1963
35315,1956
41811,1957
21018,1960
67975,1960
44018,1962
107465,1962
77670,1959
80113,1964
82427,1964
61302,1961
40852,1969
46330,1964
77461,1963
73817,1969
14444,1968
2471,1962
86135,1963
115409,1968
69361,1959
114757,1968
83697,1962
74738,1963
80928,1961
89056,1959
66426,1969
34848,1961
49371,1967
98940,1966
105778,1962
107175,1971
123117,1965
12812,1955
22867,1962
4112,1965
109607,1968
105192,1962
86587,1967
60030,1959
113421,1965
96678,1958
104470,1964
60844,1959
28490,1964
110782,1959
75450,1962
88337,1964
59909,1960
23590,1963
51579,1973
114138,1965
43215,1952
120108,1969
18643,1969
123162,1967
84086,1960
85782,1961
108257,1955
61652,1963
38607,1967
82866,1966
118012,1958
49140,1959
106803,1964
3831,1960
52752,1964
1218,1966
65344,1969
13647,1967
51932,1956
95181,1960
47089,1961
27398,1964
111793,1959
32062,1960
51406,1969
70274,1967
47300,1965
45677,1965
105411,1963
92645,1963
63848,1968
43774,1963
78769,1964
116153,1968
40901,1967
53612,1957
37685,1964
63630,1966
85848,1962
8144,1962
73052,1960
60833,1968
88621,1958
118858,1962
86977,1961
113716,1963
25798,1967
8513,1973
32129,1963
12468,1965
37625,1969
1751,1967
104000,1958
78075,1969
3344,1980
10464,1964
77197,1973
13987,1963
1352,1957
101099,1973
43045,1960
37596,1973
29621,1970
107537,1964
88681,1964
24352,1967
109029,1965
64569,1978
112956,1979
57956,1978
57793,1979
104239,1976
85521,1971
99962,1972
30094,1993
7716,1993
66214,1980
103201,1973
35638,1977
87561,1987
13892,1981
8386,1988
28137,1990
69265,1967
110264,1969
44323,1970
84703,1983
75402,1992
19876,1982
16566,1993
58788,1981
12792,1981
15762,1986
38336,1968
97913,1960
46563,1985
36402,1966
88755,1980
9359,1983
18165,1970
74546,1962
120941,1976
11114,1967
59326,1963
19800,1981
110258,1977
69947,1974
117092,1974
71922,1996
84442,1974
33120,1975
72881,1984
114766,1976
83607,1984
29899,1975
53147,1986
39384,1990
39272,1982
117017,1985
12261,1993
725,1980
76219,1981
114379,1982
83148,1983
67432,1984
104939,1992
66668,1984
42652,1967
45757,1985
95108,1973
70353,1978
52371,1992
97222,1973
86555,1961
72651,1979
80222,1975
110819,1976
120726,1975
75532,1976
33800,1972
28207,1965
69324,1980
76260,1970
17341,1978
71825,1989
44720,1971
61978,1969
120461,1969
79432,1983
110401,1978
109284,1991
109376,1978
38583,1979
85231,1978
81063,1978
117912,1988
47189,1983
85973,1970
45297,1982
32965,1978
3565,1970
35809,1960
52090,1969
114302,1966
58085,1971
118425,1975
53540,1969
115549,1971
124146,1960
18742,1969
16328,1982
33613,1969
94745,1972
89788,1970
14289,1967
83280,1985
52810,1971
33988,1993
58774,1981
52183,1985
111738,1987
83939,1985
40146,1992
90885,1989
44406,1994
95961,1984
54007,1988
41087,1969
23075,1960
65271,1995
76009,1976
14396,1974
11204,1970
31240,1974
25018,1969
66375,1980
74670,1989
31529,1983
8694,1978
62300,1966
53327,1991
1473,1965
123553,1994
117021,1979
93571,1983
82307,1988
116756,1969
52334,1969
39860,1968
19887,1970
62226,1960
5739,1964
55659,1974
43317,1973
110994,1967
85922,1981
16777,1970
32225,1962
21131,1970
118392,1974
72317,1980
121962,1985
87565,1978
25060,1974
51976,1983
21163,1992
98848,1970
15896,1995
22747,1972
79145,1967
112942,1987
627,1974
49176,1991
11429,1981
90982,1986
100000,1983
30580,1968
113400,1979
100812,1972
43998,1977
13136,1964
32661,1970
15520,1973
49153,1991
114667,1964
50645,1980
15766,1978
14652,1968
47815,1976
56485,1966
85255,1978
50208,1967
63739,1970
9159,1978
1759,1976
22743,1965
10898,1970
79461,1970
121261,1996
46970,1977
85132,1989
49452,1990
124480,1986
97702,1990
5603,1988
93922,1984
93428,1994
73642,1988
79372,1970
10509,1993
96807,1976
108378,1991
13027,1969
74651,1982
73979,1967
99741,1984
49771,1973
117419,1968
113468,1979
70954,1971
24922,1992
64365,1975
102531,1971
92694,1972
24380,1970
42482,1962
31725,1977
70127,1975
8682,1970
80890,1975
57735,1968
65648,1981
50678,1974
81433,1985
31810,1981
31255,1979
38198,1990
122079,1989
1237,1975
24679,1993
110326,1993
104735,1970
124352,1971
112231,1961
56551,1986
95578,1969
4034,1977
119030,1962
11109,1970
53611,1988
51892,1984
12942,1965
94578,1975
43025,1986
9771,1965
86637,1987
107816,1988
72804,1991
11679,1983
34019,1990
119039,1989
45494,1989
81524,1990
11301,1993
49068,1994
33333,1995
97174,1991
78606,1967
97047,1974
7814,1972
62255,1984
80220,1975
33641,1971
43147,1965
51292,1967
91205,1990
16445,1973
54869,1976
61193,1968
118697,1973
35850,1990
31937,1968
124571,1964
53623,1971
116634,1977
31716,1976
27356,1970
92338,1975
57487,1956
103460,1963
47850,1966
103533,1966
67999,1965
55767,1962
3754,1973
23486,1964
39763,1977
118002,1983
31811,1976
3749,1975
59120,1981
32145,1987
81384,1972
9645,1974
94524,1986
117329,1989
12195,1969
101477,1979
4939,1971
109556,1974
70365,1983
6806,1991
104270,1982
40120,1973
105117,1971
87189,1970
92992,1988
75117,1960
16154,1972
13539,1969
41532,1985
7698,1969
4820,1972
34806,1985
74261,1975
53337,1984
56389,1972
33235,1987
87943,1990
44711,1981
4245,1992
68781,1979
90244,1994
37723,1994
3771,1992
116681,1995
104227,1979
104360,1981
49096,1965
94181,1968
50102,1981
12264,1986
124212,1986
62862,1974
25759,1984
61360,1978
116421,1972
39827,1970
52921,1984
65065,1969
93570,1962
14840,1960
11130,1977
5996,1966
112076,1962
32734,1965
17271,1971
61937,1958
115931,1967
50356,1974
91080,1980
97885,1970
114368,1963
32816,1968
25909,1956
18696,1961
12507,1978
86424,1976
91450,1954
51873,1984
1885,1959
72902,1985
51571,1972
21692,1984
31249,1976
19668,1977
110469,1971
3061,1982
64907,1983
120551,1988
15432,1990
61124,1989
30825,1979
52084,1988
25782,1980
45172,1983
90361,1975
86436,1981
25461,1984
87476,1975
7434,1988
59411,1985
46097,1978
64607,1978
94725,1971
4315,1968
32826,1981
79068,1967
108782,1959
56019,1982
88294,1995
82933,1970
35931,1968
20930,1978
72951,1980
36351,1983
116824,1985
89251,1985
63261,1984
38751,1992
285,1985
96737,1985
35784,1983
56144,1979
121735,1992
64529,1987
4544,1974
51496,1981
115896,1995
99117,1992
78316,1992
88806,1987
66960,1982
20222,1976
34212,1990
110402,1957
79030,1990
64287,1967
95761,1978
6142,1973
70680,1978
15280,1976
122345,1977
11358,1968
85276,1981
52779,1962
80260,1970
32888,1977
94850,1967
57286,1979
107992,1966
22714,1985
71753,1964
91820,1983
26837,1980
4226,1985
80466,1969
16837,1971
9002,1971
37840,1978
36154,1970
24444,1993
105009,1979
11701,1993
74847,1971
18041,1978
54061,1984
27199,1975
40351,1993
100810,1982
76650,1975
25417,1988
59974,1991
23995,1967
53308,1961
97175,1989
81565,1993
41846,1988
6617,1982
32595,1983
1302,1978
3091,1983
17642,1979
10864,1978
107043,1982
35935,1975
26326,1974
75746,1963
55523,1975
91918,1982
91575,1981
80849,1974
17150,1970
94663,1973
124632,1968
10614,1982
107,1972
